googl,,,,aapl,,,,adbe,,,,Meta,,,,msft,,,,5000       SIMULATIONS      RETURNS        OF      THE       STOCKS,,,,
Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,GOOGL,AAPL,ADBE,META,MSFT
,,,,,,,,,,,,,,,,,,,,-0.409312819650464%,0.134903600902292%,-0.323507443430101%,0.780094030686469%,0.575901157223474%
,,,,,,,,,,,,,,,,,,,,2.96068674924822%,-0.245207417664959%,1.10630693537526%,-3.56058595337921%,-0.36600819832679%
,,,,,,,,,,,,,,,,,,,,-3.91756762924645%,0.637189572431116%,0.458997069028683%,0.58886339751911%,-1.71707514001535%
,,,,,,,,,,,,,,,,,,,,-0.570194386321074%,-0.941190114341143%,0.363033438353753%,0.946531410571645%,0.0432275557779129%
,,,,,,,,,,,,,,,,,,,,-0.572330432997636%,0.0555025095841191%,-2.25228199261347%,-1.08235480737119%,-2.62762166768299%
,,,,,,,,,,,,,,,,,,,,4.34968545959708%,1.26351296498662%,1.14214698073344%,-0.223871454514061%,1.79078294286418%
,,,,,,,,,,,,,,,,,,,,2.71276210429808%,-0.747877715344528%,-1.09571380802031%,0.681861245148907%,0.856142893747463%
,,,,,,,,,,,,,,,,,,,,-1.40859261802491%,-1.75898648994081%,-1.5586727764281%,2.6973870649713%,0.773328734652022%
,,,,,,,,,,,,,,,,,,,,1.04149569983441%,-1.19185637311518%,-1.88197869096716%,0.783274501961222%,1.19979763193211%
,,,,,,,,,,,,,,,,,,,,-1.36173454264199%,-0.412574771355284%,3.3469849089824%,2.96159624344027%,0.346299296590973%
,,,,,,,,,,,,,,,,,,,,1.62189212084193%,-1.42466493499256%,-1.7033067628752%,-2.27200357354978%,-0.545332003528497%
,,,,,,,,,,,,,,,,,,,,0.758211045919313%,-0.292451644056607%,4.02788197941662%,-1.26765171589083%,0.7876707816105%
,,,,,,,,,,,,,,,,,,,,-0.831594412118925%,0.557847394717733%,0.944533246580509%,1.44214400608114%,0.0384474446653883%
,,,,,,,,,,,,,,,,,,,,1.72087717003329%,2.62825607741915%,-4.89584105191775%,2.31097056237542%,0.302133823803694%
,,,,,,,,,,,,,,,,,,,,-0.520134186929495%,0.182855468554907%,-4.05621711829171%,0.378794962468599%,0.134227623668602%
,,,,,,,,,,,,,,,,,,,,5.50320821387757%,-1.68084393781806%,-2.11848151735583%,-1.44968370340224%,-0.526073596647331%
,,,,,,,,,,,,,,,,,,,,2.18247526257452%,4.28503506074256%,-1.02786548302151%,2.37263041136598%,-0.212660275651702%
,,,,,,,,,,,,,,,,,,,,-0.575948642444815%,1.23491404372999%,-0.644702830859846%,0.0914456466786525%,0.287043108193441%
,,,,,,,,,,,,,,,,,,,,-1.88382542204501%,-1.41052423476041%,-2.32316655918003%,-0.715160877827287%,0.754071230261215%
,,,,,,,,,,,,,,,,,,,,-2.03288411837057%,0.499317128180431%,-1.16914781553025%,-1.95967800664472%,-2.1081861341649%
,,,,,,,,,,,,,,,,,,,,-3.60961307526201%,-1.94017672009808%,-0.740573165540116%,0.821425496708517%,0.747503590661574%
,,,,,,,,,,,,,,,,,,,,1.58553617200486%,-1.41691464010037%,0.98815163266222%,1.26691196952497%,-0.393647701561207%
,,,,,,,,,,,,,,,,,,,,-0.354055840689984%,0.690987074094711%,2.60495375126458%,-0.66943213207331%,-1.02130561905507%
,,,,,,,,,,,,,,,,,,,,2.13190434167954%,-0.265335498190677%,2.94822880953684%,0.368924838849621%,-1.02886915877061%
,,,,,,,,,,,,,,,,,,,,0.533044149572405%,-0.112714484113189%,-0.771951842716348%,-0.147240304100398%,-0.127686717558144%
,,,,,,,,,,,,,,,,,,,,2.46652815522272%,1.19670665518252%,1.38840518129793%,-2.5813208224006%,0.234374587525044%
,,,,,,,,,,,,,,,,,,,,1.23834512106117%,3.63555266755659%,2.24188095534933%,-1.34225067633395%,-0.28421283477452%
,,,,,,,,,,,,,,,,,,,,-1.57881662099836%,-1.23249714828681%,2.22114629144261%,1.60332399620072%,-0.426593836677861%
,,,,,,,,,,,,,,,,,,,,-0.0898873696073513%,-0.498337554988118%,1.25763879547797%,-0.0846085729953173%,1.1352450946272%
,,,,,,,,,,,,,,,,,,,,3.40366856442966%,1.80451475255946%,-0.913214252836088%,0.442848958498071%,-0.158924387742364%
,,,,,,,,,,,,,,,,,,,,-2.00077251480382%,0.00483582712242463%,-0.116970718904306%,2.34364890087783%,0.797630365244837%
,,,,,,,,,,,,,,,,,,,,0.118654277405015%,0.755753513190259%,-4.69628563108093%,-4.00380178432902%,0.728038480430062%
,,,,,,,,,,,,,,,,,,,,-0.0435682210762066%,1.96728734086636%,0.144707610905244%,0.764644872287834%,1.30502645477499%
,,,,,,,,,,,,,,,,,,,,0.230460960958454%,-0.00765837553007901%,-4.31063238121818%,0.300564515506884%,1.07572943316731%
,,,,,,,,,,,,,,,,,,,,-0.653919380391258%,0.821978648391165%,2.98416244721486%,-2.92916927994788%,-0.960206715250797%
,,,,,,,,,,,,,,,,,,,,-1.55997285640888%,0.673284484314735%,4.89914571258342%,-1.05051295596779%,0.750274497497928%
,,,,,,,,,,,,,,,,,,,,0.648941228550945%,-1.87373177384596%,-1.45179969985954%,2.28701501032137%,0.147764082785357%
,,,,,,,,,,,,,,,,,,,,0.185490532375435%,-0.542359860889359%,-1.06436499671445%,0.639482081279092%,-0.497473196019548%
,,,,,,,,,,,,,,,,,,,,-1.49303001148216%,0.457626104630422%,2.12098377930723%,2.65985995519824%,-0.00113480801900987%
,,,,,,,,,,,,,,,,,,,,-2.87454142839066%,-1.37194477340822%,0.878384855049564%,0.39808814998053%,0.770813087422665%
,,,,,,,,,,,,,,,,,,,,-0.832072816278422%,-3.53304412254606%,6.34133723320174%,-0.659788196285549%,-1.98584872803263%
,,,,,,,,,,,,,,,,,,,,0.653338131757747%,-1.47531321762131%,4.2778151660816%,-0.295915655236427%,-3.34213867632693%
,,,,,,,,,,,,,,,,,,,,-1.35774621043885%,0.21619156887731%,-2.87406618119804%,-4.16031475528753%,0.741254843498414%
,,,,,,,,,,,,,,,,,,,,1.19443157546603%,0.103774469470377%,-3.12419914461653%,-1.30502126135346%,0.446353303380155%
,,,,,,,,,,,,,,,,,,,,0.0647911033466818%,-1.39489789328254%,-1.08366410840142%,-0.118277983674541%,-2.92024136309702%
,,,,,,,,,,,,,,,,,,,,0.963349122096215%,-0.701505861408972%,-0.346203097624342%,-3.68163886006644%,-0.449989933852973%
,,,,,,,,,,,,,,,,,,,,1.25278003849162%,-0.467107565183129%,-0.552812444767962%,3.1622240206028%,-0.794165756844788%
,,,,,,,,,,,,,,,,,,,,-0.786894346650666%,-0.649798617430604%,2.99501756481857%,2.56392241388529%,-1.12853561463429%
,,,,,,,,,,,,,,,,,,,,-0.627414672506773%,-0.127605792272149%,1.06197740881257%,-1.55812272589666%,-0.585636996863564%
,,,,,,,,,,,,,,,,,,,,-0.452126534429713%,-0.217333364760941%,2.40560397925418%,-3.29112603796166%,0.577441576918233%
,,,,,,,,,,,,,,,,,,,,2.26812337502695%,-0.108207900267675%,-0.859953068258005%,-2.42037499023505%,-1.03441962206086%
,,,,,,,,,,,,,,,,,,,,-1.33809602734122%,1.42805461704698%,-1.07322903991106%,3.70505293620793%,-2.72489849379156%
,,,,,,,,,,,,,,,,,,,,-0.732769135425137%,0.58643524283998%,-2.97977553290686%,-3.15203123934732%,1.66669147064756%
,,,,,,,,,,,,,,,,,,,,-0.633700788421422%,-0.236054858343178%,5.56634793817183%,2.50771401713268%,0.387979277149274%
,,,,,,,,,,,,,,,,,,,,-0.322160392961086%,1.99448982273463%,-2.38444001729368%,0.778750247906385%,0.0856632884667179%
,,,,,,,,,,,,,,,,,,,,0.946130809687229%,3.51480805558442%,1.84937532572971%,-0.215674253951935%,-1.80591294263463%
,,,,,,,,,,,,,,,,,,,,-0.0478612724297612%,1.43337700819196%,1.228285722899%,-2.7010985459845%,0.298366843533407%
,,,,,,,,,,,,,,,,,,,,0.0905814214858246%,0.139738606810739%,1.77068654380329%,0.263053571959903%,0.520582066844107%
,,,,,,,,,,,,,,,,,,,,1.37299339277098%,-1.55872640528173%,-1.51198255155299%,-0.616260001261083%,-0.457975378854698%
,,,,,,,,,,,,,,,,,,,,1.07610255216721%,-2.13027918632453%,-5.1225287855263%,0.337092958570059%,-2.37355825241661%
,,,,,,,,,,,,,,,,,,,,-1.35263026799426%,0.878728747177738%,0.763703569542659%,0.240899570846251%,-0.547582472548316%
,,,,,,,,,,,,,,,,,,,,0.879199392328184%,2.62110130582835%,-0.878357184045705%,1.84764725365176%,-1.31277548800998%
,,,,,,,,,,,,,,,,,,,,-1.40318155053014%,1.30239221455119%,-0.36194501293438%,-0.651791562865986%,-1.3599391661928%
,,,,,,,,,,,,,,,,,,,,1.04501198787059%,0.0635076808080406%,-3.18124975705585%,0.347147017845591%,-1.40425653904678%
,,,,,,,,,,,,,,,,,,,,2.43054195327052%,0.0760652552421863%,1.92235558866511%,-0.0645919816331277%,-1.6297668519553%
,,,,,,,,,,,,,,,,,,,,-0.610981139932239%,1.55864374361166%,-3.15520043371205%,-0.310230554622983%,0.719771923676053%
,,,,,,,,,,,,,,,,,,,,3.53305973389789%,1.21701320294081%,2.66347037581931%,-3.15349695375239%,-0.427925606396589%
,,,,,,,,,,,,,,,,,,,,0.637623239058255%,0.888739256096361%,1.6162196721084%,2.677088723835%,1.55496330866309%
,,,,,,,,,,,,,,,,,,,,-0.112760141538126%,0.698596908680441%,2.03493348492842%,-1.24575020172468%,-0.825698155193016%
,,,,,,,,,,,,,,,,,,,,0.0622333794007288%,-0.975115320099735%,0.476376612450506%,-1.07532147718417%,1.79397490617291%
,,,,,,,,,,,,,,,,,,,,-1.88709437808833%,-0.549202005107282%,-1.8185811775312%,-2.25050208724973%,-0.33730545965124%
,,,,,,,,,,,,,,,,,,,,0.145382543750785%,1.24578810038522%,2.97037435817182%,-0.0148729658512804%,0.684203061624437%
,,,,,,,,,,,,,,,,,,,,-3.01932054142063%,-1.06473790035565%,2.29957130182405%,0.127785710536027%,1.07955888379424%
,,,,,,,,,,,,,,,,,,,,1.19562794817808%,0.89387234602876%,-1.14197669316647%,1.90539813246021%,0.837613512563203%
,,,,,,,,,,,,,,,,,,,,1.76776148186299%,0.562358822395297%,0.467310977019126%,-0.559149990904174%,0.363059344034921%
,,,,,,,,,,,,,,,,,,,,1.21151877823187%,5.71497931301217%,1.50743331224712%,2.41959022057254%,-1.34058967600429%
,,,,,,,,,,,,,,,,,,,,0.408959918140629%,0.14537206315778%,-0.115009871250343%,-0.240575348202682%,1.29233891331078%
,,,,,,,,,,,,,,,,,,,,2.22630720805617%,-0.0593095613126912%,1.82769331470289%,-0.516910171133649%,0.184638614691893%
,,,,,,,,,,,,,,,,,,,,-0.642883604458553%,0.601857229522046%,-0.741750420048453%,-1.48069925145415%,0.479428551647161%
,,,,,,,,,,,,,,,,,,,,-0.218964473180942%,1.97063639630325%,0.50129531884473%,3.01001584875492%,-1.15492687692684%
,,,,,,,,,,,,,,,,,,,,-1.07179674282953%,2.83956889725364%,-5.23506161444904%,0.320019913661567%,-0.247087261419788%
,,,,,,,,,,,,,,,,,,,,0.563581080249734%,-1.42575170353176%,-0.325705443856678%,1.00243713811127%,-1.86491555884831%
,,,,,,,,,,,,,,,,,,,,-0.550252614551796%,-0.0208128284741785%,2.15148140579269%,-1.78911828002144%,-1.07267374876318%
,,,,,,,,,,,,,,,,,,,,-1.00204036101419%,-3.84525950472999%,-1.30553895695171%,0.169331565370042%,-0.769510884396332%
,,,,,,,,,,,,,,,,,,,,-1.96831199625132%,-0.1355577031855%,4.04345075027452%,-0.950600991063584%,-0.434426457455957%
,,,,,,,,,,,,,,,,,,,,1.21367526989143%,-1.12895972854216%,-0.32228869850644%,-0.214472924270446%,0.143462594394326%
,,,,,,,,,,,,,,,,,,,,-0.493468193702724%,-2.01497821037925%,-3.12383531624101%,-1.26172705420005%,-1.23169753864495%
,,,,,,,,,,,,,,,,,,,,-1.33623769768206%,-0.275411933707921%,-3.36127032727022%,-1.12310411666655%,0.463215211020296%
,,,,,,,,,,,,,,,,,,,,-0.685007664320009%,-0.66314696399828%,0.778509344002479%,-2.16891953039098%,-1.76865485678139%
,,,,,,,,,,,,,,,,,,,,2.86559246357627%,1.07771538028047%,0.858552213830685%,2.70961321116872%,1.49611535685221%
,,,,,,,,,,,,,,,,,,,,2.47734447131679%,0.435804964145887%,1.12698346427684%,-0.597602277805095%,-0.169982495399223%
,,,,,,,,,,,,,,,,,,,,-2.38721436548568%,-0.0406598058829935%,2.39012344168534%,-2.84005433120126%,0.385128527137995%
,,,,,,,,,,,,,,,,,,,,1.82537312868913%,0.0485972385747498%,2.31541575204461%,0.610380276802417%,0.870312214146899%
,,,,,,,,,,,,,,,,,,,,-0.162181408847927%,-1.48772667268863%,-0.189414088166542%,-1.94956344494253%,0.208087884352416%
,,,,,,,,,,,,,,,,,,,,0.192532449085443%,1.5191253716873%,-2.28662821117895%,-1.49650070329962%,-0.233989200248109%
,,,,,,,,,,,,,,,,,,,,2.1606442032797%,-2.33886487524793%,-0.706155994579233%,-3.16721715066788%,-0.0827748758211756%
,,,,,,,,,,,,,,,,,,,,0.688890855735915%,-2.34402256156%,1.11870914048637%,1.17514745572927%,1.41517415975843%
,,,,,,,,,,,,,,,,,,,,-0.392957958812505%,-0.714363802984354%,3.16668364913149%,1.19772324577333%,0.313762443790822%
,,,,,,,,,,,,,,,,,,,,-2.53977896122349%,0.684073703260004%,-5.7304511179028%,-0.0126881306356551%,0.782562875855294%
,,,,,,,,,,,,,,,,,,,,1.71089437121597%,-1.88086445725147%,-0.875015064543789%,2.1920371890948%,-0.298058733952515%
,,,,,,,,,,,,,,,,,,,,2.13047187985625%,-0.677824689555612%,0.22024654779862%,-2.16271290611771%,0.122046836363774%
,,,,,,,,,,,,,,,,,,,,2.20862895447528%,1.60194320902318%,-0.568572422910222%,-1.41248862005705%,-0.299944511720108%
,,,,,,,,,,,,,,,,,,,,-1.47542269929763%,0.698005771476634%,-1.88328856431953%,0.297685764976605%,-0.207839998665123%
,,,,,,,,,,,,,,,,,,,,1.02336592984792%,1.71281094508487%,1.1287282623589%,-0.174444157941178%,0.699703679671811%
,,,,,,,,,,,,,,,,,,,,-0.918610742451444%,2.37109786600748%,-1.56440029202151%,0.967350914307941%,1.16502122035518%
,,,,,,,,,,,,,,,,,,,,0.0497239796278037%,3.1635477177094%,-2.42476667236017%,1.55408571596742%,-1.11416630630684%
,,,,,,,,,,,,,,,,,,,,1.41036324925073%,0.171130495010315%,0.406952735780717%,-3.29923637743203%,1.05872498509101%
,,,,,,,,,,,,,,,,,,,,-0.658643263155444%,-2.00445096168463%,-2.23085435765541%,-2.45960030104885%,-0.21480771521956%
,,,,,,,,,,,,,,,,,,,,-0.902128365067538%,-2.28628103566065%,-1.91862274448908%,-2.06866707499509%,1.52755542429877%
,,,,,,,,,,,,,,,,,,,,-1.12842103122818%,1.66657394828428%,1.6327151822721%,-1.11730467241726%,2.27317789540266%
,,,,,,,,,,,,,,,,,,,,0.81796333279174%,0.408579170554324%,-0.145949482232468%,-0.867297926663836%,-1.30691149940627%
,,,,,,,,,,,,,,,,,,,,0.588642623180364%,0.631837334378539%,0.941991792449667%,-2.81470518895018%,-0.858204132371852%
,,,,,,,,,,,,,,,,,,,,-0.0928167627757296%,1.27939522180598%,-0.4918973203512%,-1.21268352445812%,-1.05442816309877%
,,,,,,,,,,,,,,,,,,,,1.6304352262183%,0.356998958635645%,0.724617095432024%,2.99666131582025%,-0.339506602867501%
,,,,,,,,,,,,,,,,,,,,1.08020491306424%,1.42117844620109%,0.847464214119689%,-1.43759210740362%,-0.969843127644397%
,,,,,,,,,,,,,,,,,,,,-2.09889553098287%,-0.89714966683544%,2.20134329765201%,-0.149205829846735%,3.18043555137229%
,,,,,,,,,,,,,,,,,,,,-0.102878128344163%,2.2115411538614%,-3.20829212305176%,-1.40174911033262%,1.3551019355592%
,,,,,,,,,,,,,,,,,,,,-0.932664222907722%,6.80087959390024%,2.11263077771845%,2.88711776631564%,-0.233866433452608%
,,,,,,,,,,,,,,,,,,,,-0.430500519965904%,0.458557752046305%,3.00025219890414%,-3.9039659160489%,-0.444085271138673%
,,,,,,,,,,,,,,,,,,,,0.00822139018034542%,2.79541950212669%,0.43515815772917%,-1.00462999596533%,-1.46299490757276%
,,,,,,,,,,,,,,,,,,,,0.992530829721589%,-0.171188987200892%,-2.17671262907404%,2.46831028026461%,1.6459343718343%
,,,,,,,,,,,,,,,,,,,,2.35462712320154%,0.983037920174591%,1.10285945577269%,0.656608028700864%,-0.336629949802457%
,,,,,,,,,,,,,,,,,,,,-2.87282778576352%,1.94625917061182%,-0.566336585881969%,-2.94420008618557%,-0.364254209072804%
,,,,,,,,,,,,,,,,,,,,-0.502993142574007%,0.16025195214652%,0.0954436294719881%,-0.243723426795613%,0.217407696255628%
,,,,,,,,,,,,,,,,,,,,1.46627436629431%,2.19357783964788%,0.816961434934823%,4.52010282143498%,-0.134796733774046%
,,,,,,,,,,,,,,,,,,,,-0.120274945821067%,2.9725565153833%,2.38675007861444%,1.55779838609174%,0.14362532247771%
,,,,,,,,,,,,,,,,,,,,-2.51194087933316%,-3.00365429344356%,-0.959200465098566%,2.13491219650121%,-1.56306702841976%
,,,,,,,,,,,,,,,,,,,,1.46019802820157%,0.925433120879958%,-0.710946828677533%,-1.36090790396226%,0.614164159236011%
,,,,,,,,,,,,,,,,,,,,-2.05506047178817%,0.391792823931163%,-2.23852395860402%,-0.905570876713599%,0.210398982500371%
,,,,,,,,,,,,,,,,,,,,-2.43743589281006%,1.16097988533032%,0.63231599317816%,1.64138574587771%,1.99191450091005%
,,,,,,,,,,,,,,,,,,,,2.59213381791897%,-1.73005623095291%,-1.73665719883835%,0.699991501615367%,-0.138928362143265%
,,,,,,,,,,,,,,,,,,,,-0.501073781763691%,1.48737369523665%,2.6620606459491%,0.0730029587315136%,-1.0994919400734%
,,,,,,,,,,,,,,,,,,,,2.36651525112048%,2.01703822389561%,0.891474234556241%,-2.95677713217494%,-1.08323938887758%
,,,,,,,,,,,,,,,,,,,,0.4612042540826%,5.06596648593883%,1.19059612677104%,4.79317415504536%,2.56343968135633%
,,,,,,,,,,,,,,,,,,,,1.19446151992678%,-1.34936822161273%,-1.79117129406798%,0.678594882589844%,-1.31668947940844%
,,,,,,,,,,,,,,,,,,,,5.52623523194589%,-1.0028895880991%,2.40787268570541%,4.33744917606693%,1.07725893920926%
,,,,,,,,,,,,,,,,,,,,1.44848197334246%,-2.22263126356015%,-1.14083332537638%,-3.3779982542269%,-0.739256762146066%
,,,,,,,,,,,,,,,,,,,,0.71026033308028%,-0.533615909946021%,-0.204070454124296%,1.05471382075045%,0.700719485633639%
,,,,,,,,,,,,,,,,,,,,-0.298336028975991%,-0.476184016856512%,2.72607088851262%,5.01351634153146%,-1.65316479305467%
,,,,,,,,,,,,,,,,,,,,-1.68140393698533%,0.195897905641922%,3.39081779682476%,-3.22990227817232%,-1.77317261094246%
,,,,,,,,,,,,,,,,,,,,0.6313303823276%,0.952409923422431%,-2.30399255994306%,2.77454549239236%,-0.727525344169395%
,,,,,,,,,,,,,,,,,,,,1.03769885002843%,-0.356977348555115%,-3.75968268658735%,-1.39666364819517%,-1.02811101526916%
,,,,,,,,,,,,,,,,,,,,1.79192654355406%,-0.221932862379727%,0.969871253917907%,0.618891705072648%,1.6472724814136%
,,,,,,,,,,,,,,,,,,,,2.94510149215539%,-1.95719384138149%,-1.6238523258955%,2.84309015886455%,-1.74076231616798%
,,,,,,,,,,,,,,,,,,,,0.935667469978685%,2.51546510518069%,-3.95835293394953%,3.47655561561153%,-1.07668681232344%
,,,,,,,,,,,,,,,,,,,,-0.0967945936991416%,-0.686424022788048%,4.91962523947475%,-0.672797880376031%,-0.247970789347545%
,,,,,,,,,,,,,,,,,,,,1.84627605479625%,-2.33395246951775%,0.528796658494676%,-3.56402075760025%,0.99363652597614%
,,,,,,,,,,,,,,,,,,,,-1.04633427734801%,-1.64824498834606%,-4.53626206511389%,-1.95170612475241%,0.655501645618017%
,,,,,,,,,,,,,,,,,,,,1.56734733615666%,0.574071468141895%,-5.49967496282852%,2.46775230834316%,0.76661498743121%
,,,,,,,,,,,,,,,,,,,,-1.33883391256145%,1.32302702014609%,-1.09611441323471%,3.39093360205844%,-2.00165793153813%
,,,,,,,,,,,,,,,,,,,,-0.329898046231331%,1.73952163540978%,1.61834914788681%,3.85189031132034%,1.001895863505%
,,,,,,,,,,,,,,,,,,,,1.84629061924669%,2.74306790399058%,-0.728252983775562%,-0.190825692564719%,-0.42202617812022%
,,,,,,,,,,,,,,,,,,,,-0.67621422551007%,-1.0446271872758%,-0.709885033476511%,0.935824699363329%,-0.746825107505437%
,,,,,,,,,,,,,,,,,,,,0.996527165047303%,-1.3398946337602%,0.38049749389837%,2.7194157021298%,1.74132541611525%
,,,,,,,,,,,,,,,,,,,,1.62894332411684%,-0.0465961392137303%,0.47398050989944%,-1.02497357373903%,-2.12289463355565%
,,,,,,,,,,,,,,,,,,,,1.89393010435064%,2.54566202179798%,1.28298888157193%,4.42677752514412%,0.547831156518508%
,,,,,,,,,,,,,,,,,,,,0.670621104949244%,-0.495453067124252%,-3.54100579049923%,-1.06857128524361%,-2.87049423492887%
,,,,,,,,,,,,,,,,,,,,1.14341352700004%,1.72541812867494%,-0.656511892830719%,-2.18574442521849%,0.0252926859015304%
,,,,,,,,,,,,,,,,,,,,-0.0671806809413045%,0.327012343094755%,-1.23044346271939%,4.73132077720903%,0.401639547279775%
,,,,,,,,,,,,,,,,,,,,-0.210284493603635%,3.25770830905943%,-0.573572978251515%,-0.634099056030223%,-0.934927434147556%
,,,,,,,,,,,,,,,,,,,,1.08123112099393%,-0.744131860308511%,2.03795303211933%,-1.51803731674326%,-0.362098618898687%
,,,,,,,,,,,,,,,,,,,,-0.804742166527767%,-1.26720269016352%,0.66991692668715%,0.222634331229417%,-0.735162203916557%
,,,,,,,,,,,,,,,,,,,,-0.0240364234990297%,-1.47726649211971%,-2.21255327270885%,-0.404705744853171%,-0.84008298742798%
,,,,,,,,,,,,,,,,,,,,-1.41375347706238%,7.90713170300848%,2.83968444819029%,1.08050895896431%,0.746038857055417%
,,,,,,,,,,,,,,,,,,,,-0.954495315700049%,2.27530529414113%,-0.589681477056266%,-3.06315890880712%,-1.02310393549028%
,,,,,,,,,,,,,,,,,,,,0.0569335983628202%,0.740793619179375%,1.04812102273706%,2.82336072696222%,-1.43506877925949%
,,,,,,,,,,,,,,,,,,,,1.34468020157824%,5.36986517467933%,5.15208704111234%,-0.887221710076803%,0.0901754012352558%
,,,,,,,,,,,,,,,,,,,,0.0688115322245273%,0.0313335427366464%,-0.284713874924738%,0.125399535436254%,0.464163359244022%
,,,,,,,,,,,,,,,,,,,,-0.822059672129219%,1.20224120851815%,6.15714968789342%,-4.23998169586714%,0.526398898523411%
,,,,,,,,,,,,,,,,,,,,-2.52286278260143%,0.664468401693481%,-0.742175317012154%,0.433876516161942%,0.744131028203582%
,,,,,,,,,,,,,,,,,,,,-1.43529187779941%,-0.201119257743075%,0.71639234404576%,-4.10145660764778%,-2.68335396884443%
,,,,,,,,,,,,,,,,,,,,1.43057225902845%,0.470884788310708%,-2.87724533825344%,-3.53787974139886%,0.068799303666247%
,,,,,,,,,,,,,,,,,,,,-2.7213653888804%,-0.821953604281699%,0.302130589641831%,-0.375519270307205%,0.122717292383559%
,,,,,,,,,,,,,,,,,,,,2.24155676309084%,1.37352742319613%,-3.60454180370352%,-1.91388344307826%,0.272563438789305%
,,,,,,,,,,,,,,,,,,,,-0.814649473113119%,0.292472380920449%,1.67384357980466%,0.16469151754693%,0.485377568078852%
,,,,,,,,,,,,,,,,,,,,-0.0288019670969116%,0.848457333860594%,-1.03723518715118%,2.07035589700295%,0.806981690916463%
,,,,,,,,,,,,,,,,,,,,2.31734864474915%,4.5365637530991%,-0.451055244857229%,0.760815514080274%,1.58263725991162%
,,,,,,,,,,,,,,,,,,,,-1.94376670991935%,-0.673507731633102%,0.238949221518509%,0.738743555552142%,1.13235117071183%
,,,,,,,,,,,,,,,,,,,,2.63323204092466%,-2.15781949840544%,2.792330128403%,1.67743584104096%,-0.158859798348853%
,,,,,,,,,,,,,,,,,,,,-1.85495652987457%,2.04048578432032%,-1.86149567381068%,-1.72207650234069%,0.936301395439498%
,,,,,,,,,,,,,,,,,,,,0.15736596295871%,-0.388379476650181%,2.61487626455096%,-2.96363828850277%,-1.81130788553613%
,,,,,,,,,,,,,,,,,,,,0.529608993254116%,0.852001198249442%,1.36322682247455%,3.51359306357898%,-1.36428681265335%
,,,,,,,,,,,,,,,,,,,,0.292484781411819%,-1.75749421059853%,-3.23903941487192%,0.17015502225379%,-0.124606497017323%
,,,,,,,,,,,,,,,,,,,,-1.12912243608943%,0.254293856684344%,2.13306084613479%,-1.08103894808678%,-0.855400731114069%
,,,,,,,,,,,,,,,,,,,,0.478738580371646%,-0.217403271985037%,-2.8848053543274%,-0.49949512761078%,-2.24290681846083%
,,,,,,,,,,,,,,,,,,,,1.00246566532559%,0.500087556097511%,-5.73605261235941%,-2.49200787618997%,1.52631646513005%
,,,,,,,,,,,,,,,,,,,,0.868709324187449%,0.199623075158292%,-1.39445332404116%,2.74396959475595%,1.15501643243912%
,,,,,,,,,,,,,,,,,,,,1.34439973613905%,-1.65748181451878%,-0.880916570296808%,-2.73102697008567%,-0.153594702938815%
,,,,,,,,,,,,,,,,,,,,1.99186044981429%,-0.0418933800464664%,4.10605243703473%,-0.462147558213349%,-0.846230401282801%
,,,,,,,,,,,,,,,,,,,,3.74191528272579%,2.45911581132856%,-2.61328571911361%,2.47644323316518%,-0.867637575953086%
,,,,,,,,,,,,,,,,,,,,1.45184181624502%,2.53604328785538%,-2.52542080268612%,-0.261082656558267%,-0.575247352240508%
,,,,,,,,,,,,,,,,,,,,-2.93488394870899%,-4.0231369216105%,4.19033233689936%,0.136536880132825%,-0.754826082826617%
,,,,,,,,,,,,,,,,,,,,-0.797366061860873%,0.248367990316301%,0.970565706187427%,2.54699249982007%,-1.34817273004242%
,,,,,,,,,,,,,,,,,,,,1.55460115147057%,1.18389394381994%,3.0131195243338%,0.505581465985216%,0.190674972975266%
,,,,,,,,,,,,,,,,,,,,0.586228436985598%,1.48581099982374%,-2.13974705709349%,1.4751779370598%,0.0726030091787364%
,,,,,,,,,,,,,,,,,,,,-1.14747465463936%,-1.66352277417999%,3.28797588987768%,1.12467808196437%,-0.525136255190627%
,,,,,,,,,,,,,,,,,,,,0.120766900712543%,-1.43993939707873%,-4.63102708566942%,2.48512537535555%,-0.228995016949592%
,,,,,,,,,,,,,,,,,,,,-0.159581966803027%,0.287431869702121%,0.599852336300156%,3.19217515242953%,0.252934998545755%
,,,,,,,,,,,,,,,,,,,,0.631855132025031%,0.791162786679561%,1.25382312239848%,0.998271874768544%,-0.391875578933288%
,,,,,,,,,,,,,,,,,,,,-2.82490357359508%,-1.75416393433768%,-0.660945810669291%,-2.07194773477031%,-0.0424307831662653%
,,,,,,,,,,,,,,,,,,,,-0.401869181781782%,0.250264905863162%,-2.29241101607802%,-5.35304729281746%,-1.77991931708521%
,,,,,,,,,,,,,,,,,,,,0.634524491414432%,-0.0110348360948451%,0.236429309634489%,-0.744956051267665%,0.758481793106323%
,,,,,,,,,,,,,,,,,,,,1.91168947335789%,-0.0924040606719802%,-1.7674922057206%,1.41889431101654%,1.09222383566741%
,,,,,,,,,,,,,,,,,,,,-1.20643368912786%,-2.23690645428512%,2.97408353993753%,-2.0336558532981%,2.9751831712924%
